;Vanguard Consumer Discretion ETF (VCR);Vanguard Consumer Staples ETF (VDC);Vanguard Energy ETF (VDE);Vanguard Financials ETF (VFH);Vanguard Health Care ETF (VHT);Vanguard Industrials ETF (VIS);Vanguard Information Tech ETF (VGT);Vanguard Materials ETF (VAW);Vanguard REIT ETF (VNQ);Vanguard Communication Services ETF (VOX);Vanguard Utilities ETF (VPU)
09/05/2017;134.2537079;125.8017502;78.09884644;54.70215988;130.868103;117.7427673;134.9564819;109.229866;68.27614594;86.9303894;97.6322937
10/05/2017;133.9906921;126.0510941;79.24897766;54.84711838;130.662384;117.4452133;135.4803467;109.8277435;68.81310272;86.78233337;97.91026306
11/05/2017;133.1452637;126.1044769;79.07139587;54.50285721;130.7184753;117.2871475;135.299408;109.5334167;68.46910858;85.54232025;98.04924774
12/05/2017;132.7789154;125.8017502;78.80077362;54.23106384;130.587616;116.4596024;135.6708832;109.2758789;68.19226074;86.11604309;98.50962067
15/05/2017;132.8071289;126.3092957;79.3842926;54.66592789;131.363678;117.0546875;136.5852661;110.2968826;68.39360809;86.18080139;98.94391632
16/05/2017;132.2810669;126.0599747;79.03757477;54.74746704;130.9709625;116.9524231;137.3472137;110.4716263;67.93216705;86.08827972;98.11004639
17/05/2017;130.0359802;125.7750092;78.24263763;53.1076622;129.1008453;114.5906677;133.394455;108.1444626;68.20903015;84.43186188;98.43144226
18/05/2017;130.7593231;125.7572098;78.1580658;53.27074051;129.7273102;114.6743698;134.0421295;107.9605103;68.58656311;85.16291046;98.70939636
19/05/2017;131.5483398;126.4517822;79.23205566;53.66936111;130.0265503;116.1713715;134.8041382;108.944725;68.95573425;85.85695648;99.08289337
22/05/2017;132.3468018;127.2442703;79.02063751;53.85962677;130.3818665;116.9803085;136.1851959;109.0183105;69.22420502;86.38439941;99.98625946
23/05/2017;131.7456207;127.4757919;79.16440582;54.31261063;130.868103;117.296463;136.2995148;109.3862381;69.28291321;86.41215515;100.2642136
24/05/2017;132.2340851;128.0456543;78.75003815;54.26729584;131.2420807;117.296463;136.9662476;109.8921432;69.84505463;86.06053162;100.9156799
25/05/2017;133.3425446;128.8470612;77.22781372;54.37601471;131.7937622;117.8636398;138.071106;109.7817612;69.8534317;86.45842743;101.7669144
26/05/2017;133.8497772;129.2032623;77.21934509;54.33071899;131.5132446;117.9752121;138.071106;110.0025177;69.35004425;86.31037903;101.6887283
30/05/2017;133.924942;129.0964203;76.16223907;53.89587784;131.1860046;117.7706604;138.4140015;109.8369675;68.91378784;86.87484741;101.9319611
31/05/2017;134.2537079;129.3724213;75.7309494;53.53347778;131.6722412;117.9752121;138.0330048;109.8737564;68.95573425;86.96741486;102.427063
01/06/2017;135.6721497;130.4854889;76.34828186;54.28541565;133.4394684;119.0258942;138.7092743;111.3362885;69.31649017;87.90205383;103.2175064
02/06/2017;136.2545929;130.877243;75.35038757;54.06798935;134.3557587;119.6395874;139.976059;111.5938416;70.02961731;88.54980469;103.4346619
05/06/2017;135.8506622;131.0019226;75.5364151;54.06798935;133.8602142;119.1560822;140.1284637;111.1707077;69.72758484;88.32769012;102.9134979
06/06/2017;134.7797546;130.5299988;76.48360443;53.7961998;133.514267;118.3564453;139.8998413;111.1523056;69.39200592;88.54055023;102.7136917
07/06/2017;135.1273499;130.5121918;75.03748322;54.24917603;133.9536896;118.1332779;140.2046661;111.2443008;69.87862396;87.83724976;103.0177155
08/06/2017;134.4885559;129.6395264;74.8006897;54.98301697;133.8882446;118.7562714;140.7666168;111.8513794;69.71081543;87.87427521;102.34021
09/06/2017;133.924942;129.5861053;76.75421906;56.03394318;134.477356;119.2583694;136.8614502;113.1483459;70.19740295;88.10561371;102.3923111
12/06/2017;133.8309631;129.4703827;77.21086884;56.16077042;134.1594086;119.7232819;135.823288;112.5964432;70.82662964;89.16054535;102.2099152
13/06/2017;134.8079376;129.6929932;77.92972565;56.38726425;134.5895538;120.2346802;137.0043182;113.9945908;70.9860611;88.81816864;102.3923111
14/06/2017;134.7797546;130.5033112;76.21298981;56.46879578;135.1785889;119.9650192;136.2137909;112.6056366;71.08673096;88.83667755;102.9655991
15/06/2017;134.1598053;130.1203918;75.49414825;56.26042175;135.0290222;120.5136261;135.5756226;111.566246;71.44749451;88.3924942;103.5562592
16/06/2017;133.9436798;128.749115;76.71192932;56.19701004;135.2347107;120.7832489;135.3565521;111.9341736;71.26290894;88.42023468;104.0426941
19/06/2017;135.0427856;129.3368225;76.31446838;56.65905762;136.8616791;121.4992447;137.5377045;112.9091721;71.27130127;88.03160095;103.6257553
20/06/2017;133.351944;128.8114624;75.29118347;56.14266205;137.254364;120.1416855;136.3947449;112.2192993;71.10353088;86.88410187;103.6170654
21/06/2017;133.5022278;128.3661957;73.97190857;55.69873047;139.1618805;119.2211838;137.3186493;111.1247025;70.96089172;85.87543488;102.9569168
22/06/2017;133.3894958;127.627121;73.95500183;55.39069748;140.5831604;119.0258942;137.528183;111.3178787;71.02802277;85.84768677;102.5226059
23/06/2017;133.5022278;127.653862;74.59100342;55.16420364;140.6392517;119.4443283;138.4330597;111.8881912;71.27445221;86.17157745;102.1838379
26/06/2017;133.8591919;128.26828;74.53140259;55.45411682;140.2558899;119.5466156;137.6901398;112.1549072;71.78268433;86.48618317;102.9308624
27/06/2017;132.9386444;127.101799;74.42071533;55.75307846;138.7130585;118.7004623;135.3755951;111.4834518;71.13894653;85.64409637;101.7929688
28/06/2017;134.2275696;127.601387;74.92304993;56.59934235;139.6962891;119.8694687;137.1389008;112.8204727;71.30836487;86.43709564;100.9055557
29/06/2017;133.0685883;126.1214218;75.10184479;56.96332169;138.4203339;118.9451141;134.7127075;111.7856064;70.49524689;85.51351166;100.1266785
30/06/2017;133.7658386;126.4891815;75.34873962;56.91783142;138.260849;119.8974915;134.531189;112.3584747;70.49524689;85.67211151;99.99539948
03/07/2017;133.5303192;126.3905182;76.94085693;57.68218994;138.5986023;120.6351166;133.442215;113.3379364;71.39306641;86.18521118;99.49656677
05/07/2017;133.0121002;126.1124268;75.23806;57.80958557;139.4805298;120.8778839;134.8177643;112.9128876;70.38513947;85.61612701;99.13774872
06/07/2017;131.5140076;125.4038391;74.3526001;57.33640671;137.5384827;119.6920929;133.6046448;112.3677216;69.06384277;84.52457428;98.91893768
07/07/2017;132.6069489;125.4397049;74.18232727;57.65489578;138.3921967;120.5884323;135.3526764;112.9590683;69.45344543;84.37529755;99.16398621
10/07/2017;132.7671051;124.5606842;74.5484314;57.60029221;137.9137421;120.7938538;136.3365631;113.6428375;68.81819916;84.27267456;98.91893768
11/07/2017;132.6634827;124.1391373;74.94007874;57.2454071;137.9418945;120.7751617;136.8619232;113.6705475;68.74197388;83.39570618;98.8401947
12/07/2017;133.5962524;124.8567352;75.21250153;57.33640671;138.9082184;121.5221558;138.7341309;114.8440628;69.58895874;83.73156738;99.73284912
13/07/2017;133.7376099;124.9643478;75.62119293;57.62759399;138.9832611;121.4567871;139.0684204;114.8717575;69.69908905;83.41436768;99.32151794
14/07/2017;134.1521912;125.8344116;76.00431061;57.38191605;139.8088684;121.904953;140.2051086;115.3522491;70.36818695;83.89017487;99.81160736
17/07/2017;134.3971405;125.9958572;75.97026825;57.3000145;139.4148407;121.9236145;140.2911072;115.7126083;70.93569946;84.29134369;100.2229385
18/07/2017;134.9059753;126.031723;75.51052856;57.163517;139.4241943;121.5875168;140.9597473;115.2136459;70.78322601;83.60096741;100.4942398
19/07/2017;135.6220551;126.5340271;76.77059174;57.2818222;140.3905182;121.9422989;141.8098755;116.4795151;71.31681824;84.15139771;100.9668121
20/07/2017;135.4618683;126.6147308;76.3789444;57.30911255;141.3193512;121.4100952;141.943634;115.6201935;70.98651123;85.05635071;101.7894745
21/07/2017;135.4618683;126.8928375;75.68080139;57.2545166;141.2537079;121.0646362;141.6379089;115.407692;70.93569946;85.4015274;102.603363
24/07/2017;135.1320496;126.5698853;75.43388367;57.45470428;141.4319305;120.719162;142.2015228;115.2968063;70.8001709;84.47793579;101.7369537
25/07/2017;136.074295;127.5655365;76.54920959;58.20087051;140.4093018;120.7471695;142.029541;116.5257263;70.89332581;85.00038147;101.3256302
26/07/2017;136.074295;127.3771591;76.61734009;57.75499344;139.9121246;120.6444473;142.2874908;115.6571579;71.38459015;85.9053421;102.0957794
27/07/2017;136.8563232;128.3907318;77.34101105;57.48200607;138.6642914;120.0935593;140.9979706;115.1212311;71.46929169;88.17238617;102.3845825
28/07/2017;135.9706879;127.3681641;77.13668823;57.44560242;139.3773041;120.2709656;140.7973328;114.5853271;71.27445221;87.59395599;102.2270584
31/07/2017;135.8104706;127.2784576;77.28992462;57.81868362;139.0864716;120.1215668;140.0905457;113.9939499;71.36764526;87.48199463;102.6471405
01/08/2017;136.1496735;127.0991058;77.13668823;58.24637604;138.551712;119.8414688;140.835556;114.0956039;71.68950653;88.0790863;103.1634598
02/08/2017;135.6409302;127.0004196;76.82165527;58.24637604;138.2702789;120.1962891;141.0265961;114.1510391;71.03733063;87.62194061;103.4522629
03/08/2017;135.4053497;126.7761917;75.67227936;57.99158096;138.4672394;120.6537933;140.6349487;113.2455139;70.89332581;87.1181488;103.8110886
04/08/2017;135.5655212;126.4174423;76.13204193;58.34646606;138.2983856;121.0272827;140.835556;113.76297;71.13049316;88.4056015;103.5310287
07/08/2017;135.8387146;127.3323059;75.38279724;58.30096817;138.62677;120.9899292;141.6952515;113.9015503;71.05426025;88.72280884;103.8198318
08/08/2017;135.7256622;126.8479385;75.1784668;58.20087051;137.9512329;120.6911392;141.5137634;112.8759003;70.71546173;88.31232452;104.2224045
09/08/2017;135.1885986;126.9824905;75.21250153;58.09167099;137.9700012;120.5510712;141.3800049;112.7558136;70.478302;88.09774017;103.6885681
10/08/2017;133.0497894;126.4443054;74.3526001;57.05431747;135.9341431;118.8704071;138.3711243;111.3882675;69.97010803;87.48199463;103.9511108
11/08/2017;133.7752533;126.5788803;73.94393921;56.73583984;136.6096497;119.0104675;139.460083;111.2496719;69.53813934;87.64061737;103.3472443
14/08/2017;134.6703949;127.2156982;73.63742828;57.55480194;137.4164734;120.298996;141.7143402;112.2938156;70.6985321;88.60152435;104.0211182
15/08/2017;133.5208893;127.7897644;73.32243347;57.66400146;137.5853424;119.9535065;141.9913635;112.3399887;70.48677063;87.61260986;104.4499512
16/08/2017;134.010849;128.1664886;72.59021759;57.53660202;137.9324951;120.1122437;142.4785004;113.3286819;70.76629639;87.78987122;104.8962708
17/08/2017;131.9003143;127.0093842;71.56853485;56.49015045;136.1311951;118.0114136;139.6511078;111.4991608;70.32584381;85.97064209;104.0823822
18/08/2017;131.2595825;126.5788803;72.03681946;56.45375061;135.6620941;117.5818863;139.6128998;111.573082;69.61437988;85.59744263;104.7037506
21/08/2017;131.4857025;127.0811768;71.54298401;56.28086853;136.2156219;117.6472473;139.4505157;111.5545883;70.35973358;85.78404236;105.0538025
22/08/2017;132.8047943;127.305397;72.12195587;56.85412598;137.9324951;118.9357605;141.5042114;112.9868011;70.15645599;86.57704926;105.3513565
23/08/2017;131.8626099;126.8390121;72.45399475;56.73583984;136.891098;117.9366913;141.2463226;112.9221115;70.87639618;87.0901413;105.6839294
24/08/2017;131.61763;125.1795959;72.44547272;56.77223587;137.3977051;117.5912323;141.2272034;112.8112411;70.65618134;87.0901413;105.6839294
25/08/2017;131.9662323;125.4666214;72.90524292;56.91783142;137.2851257;118.1607971;141.1316681;113.1531372;70.99497986;87.46334076;105.9902191
28/08/2017;132.0604553;125.1078339;72.47951508;56.62664413;138.2796021;118.2168045;141.4946289;113.4303207;70.45288849;87.54729462;106.1127319
29/08/2017;131.8060913;125.5025177;72.39438629;56.34454727;138.5235443;119.0384903;142.0677643;113.0145187;70.37667847;87.45400238;105.9902191
30/08/2017;132.6729279;125.6370621;72.44547272;56.59934235;139.283493;119.5239944;143.3859558;113.8183975;70.77474976;87.23010254;105.5351334
31/08/2017;133.5303192;125.7177887;72.98186493;56.65393448;141.7228088;120.1495819;144.4462433;114.7608948;71.18131256;87.27674866;105.6226425
01/09/2017;134.2181549;126.2021561;73.69702911;56.89962769;141.797821;120.4764023;144.3411102;115.6571579;71.42694855;87.92048645;105.4301224
05/09/2017;133.5962524;126.3725739;74.07164764;55.56198883;141.1504517;119.2158966;143.1184845;114.419014;71.2321167;86.99687958;105.6489182
06/09/2017;134.2746429;126.7851486;75.29766083;55.68028641;141.797821;119.3465958;143.3381958;114.6684723;71.41847229;85.70940399;105.1763229
07/09/2017;133.2759247;127.0901489;75.29766083;54.73393631;143.045639;119.3092346;144.0068512;114.9364395;71.87584686;83.82486725;105.963974
08/09/2017;132.8613434;126.3187332;74.4377594;55.27080154;143.6460571;119.8881531;142.8605957;114.8994675;71.93511963;83.39570618;106.4015427
11/09/2017;133.6339722;127.1170197;75.18695831;56.2535553;144.7156219;120.8405151;145.0002441;116.2485275;72.59577942;82.96656799;107.39048
12/09/2017;134.3971405;127.323349;75.72335052;56.98151779;145.0908813;121.5968399;145.2581635;117.0616455;71.74034119;84.17005157;105.6051636
13/09/2017;135.2828369;127.4040375;76.80462646;57.08162308;144.5185547;121.4194183;144.9907227;116.9600067;71.55397797;84.39394379;105.0100403
14/09/2017;134.8117371;127.1350098;77.21331787;56.87232971;144.6968689;121.8396149;144.5990448;117.1910019;72.14688873;84.06742859;105.9902191
15/09/2017;134.5950165;127.4668655;77.3239975;57.0907135;144.312149;122.3904953;145.0097961;117.3203583;72.2824173;84.97238922;106.1039963
18/09/2017;134.2181549;127.6103821;77.74968719;57.69129944;144.3590698;123.1747971;145.1626282;118.1612015;71.89277649;85.20563507;105.1500626
19/09/2017;134.0956421;127.2605667;77.94551849;58.07347107;143.1675873;123.3895569;145.6593475;118.6416626;71.41847229;86.81027222;104.8787766
20/09/2017;134.5478973;126.1842041;78.64365387;58.45565414;143.4959717;124.2485733;144.9333801;119.2607574;71.22366333;86.71697998;104.0911407
21/09/2017;134.2275696;124.9374084;78.5840683;58.61945343;142.7922821;124.6033554;144.12146;118.9743195;71.0881424;86.21320343;104.0473938
22/09/2017;134.4631348;124.641449;78.93312836;58.65584946;142.8017273;124.9955368;144.2360992;118.6139679;70.58669281;87.03418732;103.3122482
25/09/2017;134.1898956;125.511467;80.26129913;58.60124969;142.4545746;125.1542511;142.2683716;118.7063675;70.99743652;87.45400238;104.2399216
26/09/2017;134.331192;125.7895737;80.1591568;58.59215546;142.0886536;125.1729431;142.7364044;118.3737335;71.11725616;87.01552582;104.0561066
27/09/2017;135.1218872;124.9967728;80.46755219;59.4470253;142.3004913;125.6568375;144.4692688;118.5807495;70.47545624;87.26971436;102.8764877
28/09/2017;135.0272522;125.0508728;80.58815765;59.57501602;142.5734558;125.6099472;144.6799774;119.3606567;70.95465851;87.14731598;103.2029419
29/09/2017;135.5663757;124.9697037;80.61399078;59.75786972;143.3548279;125.9100494;145.5899658;119.3235245;71.10011292;86.85549927;103.0353165
02/10/2017;135.9919586;124.8434143;80.55369568;60.2515831;144.8987274;126.857254;146.0018768;120.883316;70.99743652;87.28853607;103.3705978
03/10/2017;136.464859;124.870491;80.49340057;60.44358063;144.8798828;127.4761887;146.3754425;121.5146637;70.89476776;88.91719055;103.0000229
04/10/2017;137.0606842;125.366539;80.41585541;60.17845154;145.4447021;127.3730392;146.2892609;121.4403763;71.25415802;89.29376221;103.9970169
05/10/2017;137.7983704;125.8265381;80.78627777;60.74530029;145.6612244;127.588707;147.6686096;122.0809937;71.51085663;89.08664703;103.9440842
06/10/2017;137.9024048;124.7352066;79.94207764;60.78187943;145.5388794;127.5793991;148.1188202;121.8860397;71.2798233;88.53121948;103.8558426
09/10/2017;137.2498322;124.2030411;80.18327332;60.54416275;144.4845123;127.0916977;148.444519;121.7560501;71.45095825;88.08874512;103.9881897
10/10/2017;137.1647034;125.3935699;80.24357605;60.82759094;144.7010498;127.298027;148.5402832;121.7096176;71.66488647;88.45590973;104.9851913
11/10/2017;137.2309418;125.546936;80.44168854;60.74530029;145.0022583;127.241745;149.1437683;121.802475;71.90447235;88.08874512;105.3998642
12/10/2017;136.2946014;126.1151276;80.0712738;60.37044144;144.8516693;127.8232117;149.2586975;122.099556;72.36655426;86.63895416;105.9645538
13/10/2017;136.7485504;126.3767014;80.054039;60.28816223;144.3809509;127.5230789;149.9388123;122.7680511;72.55482483;86.18707275;105.2675323
16/10/2017;136.9566498;126.4578552;80.23495483;60.67214966;143.9102325;127.7387848;150.3411255;122.6380615;72.19541931;86.38478851;105.0381241
17/10/2017;137.0512238;125.8986588;80.24357605;60.33386612;145.5482788;127.2886276;150.2644958;122.183136;72.28099823;86.08352661;105.6116257
18/10/2017;136.8526154;125.7543716;79.58887482;60.65386963;145.7459717;127.5230789;150.7817688;121.9603119;72.20397186;85.91407013;105.5233917
19/10/2017;136.8336945;125.1049652;79.28736115;60.77274323;146.4614258;127.7294083;150.2836914;122.4059677;71.99003601;86.23413086;106.5380402
20/10/2017;137.2593079;124.9336243;79.46826172;61.4584465;146.7720795;129.1454926;151.2894287;123.3808136;71.57929993;86.22473907;106.6262665
23/10/2017;136.3324432;124.7622375;78.8049469;61.2572937;146.3202057;128.1233215;150.7434387;123.0001602;71.30549622;85.56574249;106.6351089
24/10/2017;136.7391052;124.347374;78.99446869;61.6504631;145.2752838;128.8547974;151.2319336;124.0028763;70.87763214;85.25507355;106.5998001
25/10/2017;136.1148834;124.0136566;78.41729736;61.37615585;144.9646301;127.5512009;150.6763916;123.2694092;70.67227173;84.55841064;106.1674728
26/10/2017;136.5404968;124.1219177;78.66712952;61.73273468;143.5713806;127.9826279;151.308609;124.5692139;70.0904007;84.91615295;106.3086548
27/10/2017;138.1766968;123.2470169;79.02032471;61.79672623;143.7031403;128.0294952;155.1688995;124.1235886;70.40699768;85.1138382;106.9968414
30/10/2017;137.6187134;122.0475006;79.43379974;61.36702347;142.2157745;126.8759842;155.6765594;123.3993912;70.34711456;83.74879456;106.9703827
31/10/2017;137.7889252;123.1297989;79.75254059;61.27560043;142.281662;126.7447128;156.3566742;123.7243423;70.33853912;84.19127655;107.067421
01/11/2017;137.7794342;123.4725342;80.77765656;61.37615585;142.2251587;126.5946808;156.2991638;124.3463821;70.68083954;83.52285004;106.5204163
02/11/2017;136.7012787;123.1117477;80.54508972;61.86074448;141.8956604;127.3167725;156.4141541;123.6222305;71.2798233;82.03540802;106.8380127
03/11/2017;137.1079712;123.0125656;80.83795166;61.64130783;143.213623;127.1948547;157.6593781;123.4365311;71.10011292;80.99983215;107.1821136
06/11/2017;137.9875183;121.7949524;82.85373688;61.62302017;142.6770477;127.2792587;158.3682404;123.0280075;71.57929993;79.89837646;106.8644943
07/11/2017;137.0700989;122.8321533;82.69006348;60.75444031;142.8182526;127.2230072;158.301178;123.0744324;72.16119385;80.06783295;108.0467758
08/11/2017;137.2120209;124.1579971;82.28518677;60.4253006;143.1100769;126.9978867;159.2207947;123.1208572;72.52058411;79.92664337;108.0203018
09/11/2017;137.4768219;124.1128616;82.55223846;60.17845154;143.0818481;125.5630646;157.8031158;121.8674545;72.59759521;79.88896179;108.1085358
10/11/2017;137.9213562;125.3485031;82.1559906;60.08700562;142.2345886;125.7225037;157.8605804;121.5796204;72.67462158;79.86074066;107.632103
13/11/2017;138.3469391;125.9347382;81.53573608;60.2424469;142.3381348;125.1035309;157.8318634;122.2573853;73.04256439;79.47473907;108.8231888
14/11/2017;138.4698639;126.403717;80.1746521;60.2515831;141.6321106;124.6158905;157.5540619;121.0039978;72.88852692;78.95697021;110.1819534
15/11/2017;137.9969788;125.1140137;79.235672;60.39786911;141.2743835;123.9406509;156.3566742;120.3262711;72.15263367;79.41825104;109.2025909
16/11/2017;139.1981201;126.9809799;78.95140076;60.44358063;142.9123993;125.2535553;158.5119476;121.9231567;72.75162506;80.75506592;109.0702591
17/11/2017;139.9736328;126.6833496;79.47689819;60.41615295;142.4888;124.7377777;157.7072906;122.1645432;72.43502045;81.44231415;108.399704
20/11/2017;140.2668152;126.6833496;79.28736115;60.72702408;141.9521484;125.4224014;158.2629089;122.4431152;72.22109222;82.12955475;108.090889
21/11/2017;141.0518188;126.9809799;79.42518616;60.95558929;143.213623;126.3883438;160.2073975;123.1579819;72.76019287;82.054245;108.364418
22/11/2017;141.1936951;126.8817673;79.93344879;60.71787643;143.2230225;126.5008926;159.7859039;122.9537277;72.59759521;83.09920502;108.2938156
24/11/2017;141.477417;126.8096161;80.11436462;60.60816193;143.5807495;126.5008926;160.7055054;123.5665054;72.69173431;83.24983978;108.4438095
27/11/2017;141.477417;126.9088364;79.12368774;60.57158661;143.5337067;126.7071991;160.5330963;122.8887634;72.34944916;83.55110168;108.9908447
28/11/2017;143.1892548;128.0272064;79.73531342;62.0710144;144.5974884;128.6109009;160.935379;124.1514053;72.07562256;84.57724762;109.5114212
29/11/2017;143.9742279;128.8208923;80.12297058;63.18645477;145.1717377;129.6519165;156.7589722;124.2999649;72.10128784;85.91407013;109.5820007
30/11/2017;144.6741333;129.9933777;81.39790344;63.43330383;146.3766937;131.6306763;158.0617218;124.8477631;72.21252441;86.28121948;110.1643066
01/12/2017;144.6362762;130.1918182;82.25935364;63.54301071;146.1884003;130.2145996;157.1900787;123.9007416;72.38366699;86.48834229;109.7055054
04/12/2017;146.1306;131.4995728;82.13874054;64.46645355;144.1267853;131.2086639;154.1343842;125.0613098;72.02428436;87.20379639;109.105545
05/12/2017;145.2415924;131.1658478;81.76832581;63.99102783;143.769043;130.0176544;154.4888306;124.3556976;71.42529297;85.45277405;107.720314
06/12/2017;144.4187164;131.8694;80.47615814;63.78072739;143.5619659;130.0363922;155.4753876;123.492218;71.35681915;83.3816452;108.1526794
07/12/2017;144.8632965;130.7329559;80.80350494;63.96359253;143.9385223;131.1430359;156.5961609;124.3463821;71.53652954;83.11804962;108.3202972
08/12/2017;145.5252686;131.0937347;81.5443573;64.27446747;145.557663;131.6400604;157.1900787;124.4392395;71.90447235;84.35129547;108.6908569
11/12/2017;145.8941498;130.9854889;82.23349762;64.10074615;145.9060211;131.227417;158.4448853;124.5506821;71.8959198;85.52807617;109.2202377
12/12/2017;145.9036255;130.8411865;81.89752197;64.65846252;146.4237366;131.3868713;158.0426025;124.522789;72.24675751;86.67662811;107.288002
13/12/2017;146.0265656;131.4815216;81.80278778;63.94529343;146.9227142;131.8838654;158.2054138;124.7827606;72.36655426;86.9967041;107.5968018
14/12/2017;146.2685089;131.0418854;81.43867493;63.47851944;145.4553833;130.9946899;158.0584869;123.3618469;72.34944916;85.91348267;107.3256226
15/12/2017;146.9612122;132.3499451;81.32597351;64.19525909;146.9860077;132.0402679;159.8736725;124.0238266;72.80297089;86.2755127;107.7612915
18/12/2017;148.4604187;132.5316467;82.10620117;64.77416229;147.1655121;133.2176666;161.3815918;126.0284119;73.2821579;87.24726105;106.7299118
19/12/2017;148.308609;132.6043091;82.13220215;64.48011017;146.9765472;132.9539032;160.5267792;125.9352036;71.72478485;86.13259125;104.8805313
20/12/2017;148.033432;132.4498596;83.38925171;64.35146332;146.6836395;133.5379181;160.3538971;126.2242279;70.89476776;86.44699097;104.1425629
21/12/2017;148.9917755;132.4226074;85.15777588;64.91200256;146.4568787;133.7639771;159.9505005;126.5412216;70.62015533;87.03766632;102.9956055
22/12/2017;148.6501923;132.6769409;85.44386292;64.7649765;146.0506287;133.7074432;159.7584534;126.9701233;71.10678101;87.04718018;103.1467667
26/12/2017;148.8304749;132.9040527;86.31945038;64.52606964;146.1167755;133.9052429;158.6443481;127.0260315;71.46304321;87.38062286;102.6132813
27/12/2017;148.5268402;132.7950592;85.9813385;64.48931885;146.48526;134.2349396;158.8940277;127.1192398;71.69767761;87.14246368;103.0489655
28/12/2017;148.9728241;132.7314453;86.09406281;64.75580597;146.6836395;134.5174866;159.0381317;127.7439728;72.08000946;87.55211639;103.6535568
29/12/2017;147.9954834;132.6587982;85.7819519;64.36066437;145.6349182;134.1030884;158.2121429;127.4549408;72.10608673;86.83759308;103.6624374
02/01/2018;149.9786224;132.0047607;87.3250885;64.31471252;147.4489594;135.0544434;160.3731079;129.4409027;71.83669281;87.29488373;102.7733307
03/01/2018;150.7377167;131.8684998;88.65148163;64.51689148;148.9134369;135.4971313;162.0442657;130.2893829;71.62815857;85.92301178;101.9464569
04/01/2018;151.0982666;132.2954102;89.12827301;65.19686127;148.9512482;136.5144348;162.9758606;131.1564484;70.3942337;86.47558594;101.1462479
05/01/2018;152.3128357;132.7405548;89.10227203;65.37146759;150.122818;137.27742;164.7142792;132.2193451;70.4289856;86.28504181;101.1284561
08/01/2018;152.5500336;133.1402283;89.60509491;65.27958679;149.4047546;137.880249;165.5018616;132.4524384;70.79395294;86.78995514;102.0353775
09/01/2018;152.720871;132.9494476;89.40569305;65.81253815;151.2566071;138.4454041;165.0792694;131.9302979;69.88155365;86.08496857;101.0128784
10/01/2018;152.5690308;132.1228638;89.26699829;66.29038239;151.0770874;138.3323669;164.5414124;131.4268494;69.09947968;85.30375671;99.73254395
11/01/2018;155.1594696;132.1682434;91.12220001;66.72227478;151.8518524;140.2445068;165.6170959;133.4780426;68.86486053;86.07544708;99.46582031
12/01/2018;156.8863678;132.1501007;91.8850708;67.25524139;152.9100494;141.4030609;166.5678711;133.58992;68.30874634;86.71373749;98.89676666
16/01/2018;155.7098236;132.776886;90.75808716;66.94281006;153.146225;140.037262;165.8187714;131.9302979;68.43907928;85.93254089;98.65670776
17/01/2018;156.5448151;134.3120728;91.45162201;67.50333405;154.6863098;140.8002319;168.3542786;132.5177002;68.91699982;86.11356354;99.32353973
18/01/2018;156.4309387;133.8305817;90.6887207;67.34712982;154.7240906;140.0749512;168.6904755;132.1820221;68.03066254;85.86585236;98.6833725
19/01/2018;157.9586334;135.4202576;90.59337616;67.88008881;155.4421692;140.7154694;169.0458221;133.2542725;68.39562988;86.43746185;98.52334595
22/01/2018;159.5242767;136.4467163;92.50061798;68.38549805;157.0105896;140.6777649;170.3520355;132.9838715;69.02127838;88.12374115;98.6833725
23/01/2018;160.7197876;136.074295;92.46592712;68.44981384;156.651535;140.8661957;171.3892975;133.0118713;69.97712708;87.05670929;99.57249451
24/01/2018;161.2891541;136.2559662;92.13648987;68.78981781;156.9349823;140.5835724;169.8621826;133.4780426;69.61216736;87.47588348;99.14572906
25/01/2018;160.9286041;136.3377228;91.33026123;68.64279175;158.2388458;140.6306915;169.4203796;134.3544464;69.49051666;87.91412354;100.4882889
26/01/2018;162.276001;137.0280762;91.85909271;69.03791809;161.2717133;142.0152893;172.0999756;134.7553864;69.2472229;88.59055328;100.5060883
29/01/2018;161.7351379;136.364975;90.41999817;68.76225281;161.0638275;141.1675873;170.6785583;133.4687347;68.31742859;87.78075409;99.25241089
30/01/2018;160.9096069;135.4929047;88.46075439;67.99037933;157.8325653;139.9901733;168.9689636;132.2193451;67.8221283;87.73312378;99.39466095
31/01/2018;160.3592529;134.9297333;88.48674774;68.03631592;155.5177765;140.2633057;170.1599426;131.9862518;69.03865051;87.82839966;100.4171677
01/02/2018;158.7936554;134.3392792;89.52705383;68.74386597;155.7256317;140.2350769;170.0350494;130.4291687;67.55273438;88.57151031;98.91454315
02/02/2018;157.1520996;131.6868439;85.67793274;67.37469482;153.4391479;137.192627;165.2520752;126.9980927;66.97923279;86.65658569;98.11434937
05/02/2018;151.8478851;127.0723038;82.15821838;64.16768646;146.7308807;130.9287872;158.7883911;122.7371445;64.98931885;83.60798645;96.27384949
06/02/2018;155.2733307;128.3531189;82.98180389;65.12335968;148.3654327;133.1893921;162.8029938;125.8326187;64.99801636;83.8080368;94.98464203
07/02/2018;155.197403;127.844429;81.46469116;65.33470917;148.3370972;133.5284576;160.9781494;124.8070221;64.71994019;84.01763153;94.6823349
