;Vanguard Consumer Discretion ETF (VCR);Vanguard Consumer Staples ETF (VDC);Vanguard Energy ETF (VDE);Vanguard Financials ETF (VFH);Vanguard Health Care ETF (VHT);Vanguard Industrials ETF (VIS);Vanguard Information Tech ETF (VGT);Vanguard Materials ETF (VAW);Vanguard REIT ETF (VNQ);Vanguard Communication Services ETF (VOX);Vanguard Utilities ETF (VPU)
08/11/2018;163.6120453;135.195755;83.19392395;63.5697937;167.1783752;130.8741913;184.0960693;117.0280609;72.38380432;80.01596832;111.1256714
09/11/2018;161.1329498;135.9085541;82.97301483;62.97358704;166.1290283;129.4353943;180.920517;115.187851;72.37483215;78.68301392;111.3716125
12/11/2018;157.7732391;135.195755;81.11740875;61.82777023;163.4675446;126.9484634;174.6952515;113.4514389;72.51850891;77.56414032;111.3898315
13/11/2018;157.84021;134.5755615;79.12922668;62.12588501;162.3800201;127.3200684;174.7726593;113.2532578;72.44667053;77.27223969;111.8088303
14/11/2018;156.8925934;133.8905487;79.01435089;61.28746033;160.8060455;126.9293976;172.875061;113.19664;72.26708221;77.46682739;110.6884689
15/11/2018;156.9117279;133.5665741;80.36630249;62.17245102;162.6376038;128.6921692;177.202774;114.9330368;71.77320862;77.92411804;110.0508652
16/11/2018;156.1459961;133.9553528;81.10857391;62.24696732;164.1925049;128.5492401;176.9510345;115.6785583;72.54545593;77.8852005;111.5446777
19/11/2018;152.3172607;133.6128693;81.02020264;62.18176651;161.68367;126.5291672;169.9802856;113.932724;72.64421844;75.99767303;112.1458511
20/11/2018;149.1680908;131.4560394;78.21025085;60.98005295;160.0238037;123.8802567;166.5239563;111.7527695;71.89892578;74.89823151;111.5538025
21/11/2018;150.7570496;130.4747925;79.56221771;61.08251953;159.6326752;124.8712311;167.9277802;112.8946533;71.96177673;75.77388763;110.0326385
23/11/2018;150.2401581;130.9283905;76.95548248;60.65399933;159.8997955;124.5758514;166.8046722;111.7527695;71.8181076;75.18038177;110.1692657
26/11/2018;153.8774567;131.0024414;78.23675537;61.87435532;161.6741333;125.8050308;170.4256439;112.8191605;71.95278931;76.6203537;110.7340088
27/11/2018;153.8009033;132.0484314;77.94515991;61.78120041;162.8570251;125.3000107;170.5611725;111.2620544;72.25811005;76.9025116;111.4991302
28/11/2018;158.5198212;133.2610779;79.1999054;62.88043213;167.0162048;128.3682098;176.5153961;113.2249603;72.90461731;78.58572388;111.4900513
29/11/2018;157.7540741;133.4091949;79.73894501;62.4239769;167.5313263;128.2157593;175.1212463;113.6779327;72.92256927;78.81924438;111.2167664
30/11/2018;158.6633911;134.4737396;79.31478119;62.80591583;169.2293701;129.5306702;176.854248;114.2346954;73.61400604;78.81924438;112.8745422
03/12/2018;162.1379852;134.4644775;81.31179047;63.10401154;170.3740845;130.9694824;180.581665;116.0654831;74.00908661;78.80951691;113.8400726
04/12/2018;155.9736786;132.0484314;78.83763123;60.37453842;166.0431671;125.109436;173.6399536;112.1302719;72.91359711;76.37712097;113.9129333
06/12/2018;156.5671692;132.1410522;77.18522644;59.66654968;165.4326782;124.4615021;174.162735;110.6392136;74.7184906;76.99008179;113.9311523
07/12/2018;151.6663666;130.4377899;76.78761292;58.60456467;161.2448578;121.2503967;168.1407776;107.9119186;73.73972321;75.53063965;114.4958801
10/12/2018;151.8290558;130.4377899;75.43564606;57.79410553;161.8363037;121.2885056;170.3675537;107.8553085;73.26380157;75.8614502;114.7964783
11/12/2018;151.7237701;131.5393524;75.42681122;57.28175735;162.3132324;120.6310501;170.4449921;107.3928909;73.29972076;76.01712036;115.1517105
12/12/2018;153.3126984;131.4467468;75.79793549;57.57985306;163.7632904;121.3933182;171.9747162;108.4026642;72.16830444;76.56198883;114.6507339
13/12/2018;152.236908;132.1685333;75.8861084;57.11382675;163.4051666;120.7305679;171.9853668;107.1794891;72.5853653;76.12960815;115.6039124
14/12/2018;149.4993439;129.9397583;73.98915863;56.55122375;158.2158966;119.0832901;167.9724121;106.3159866;72.37638855;75.30974579;115.3100662
17/12/2018;145.4650421;126.7971344;72.53751373;55.94172668;154.7308197;117.0146255;164.0857086;104.3991776;69.65034485;73.68955994;111.563446
18/12/2018;146.6273193;125.5009079;70.82763672;55.66042709;153.4670105;117.6850204;165.45578;105.0634384;70.36820221;74.07995605;110.7645111
19/12/2018;143.6496124;124.2606201;69.89252472;54.81652069;151.1787415;115.4439468;162.0937958;103.6116104;69.59580994;72.75257111;110.62677
20/12/2018;140.5086212;122.1531067;67.95106506;54.38518906;149.0245209;113.3752594;159.3245392;102.3685226;68.55084991;71.53255463;110.8104324
21/12/2018;136.7721252;120.7356339;67.07830048;53.36311722;146.4777679;111.2299576;154.3981934;101.2772675;67.59672546;69.25842285;110.0574417
24/12/2018;134.0825958;117.2945786;64.45109558;52.25666428;143.2799377;108.0982132;150.4240417;98.73419189;65.18871307;67.89199066;105.3373947
26/12/2018;142.2952728;120.6237335;68.6011734;54.57272339;149.9149475;113.1932983;159.5091553;103.0991974;67.36955261;71.57159424;106.8250427
27/12/2018;142.6698761;121.8173752;68.96631622;55.06968689;151.3128052;114.4383316;160.8209229;104.8451767;67.360466;71.9912796;107.7065887
28/12/2018;143.1789551;121.770752;68.29837799;55.12595749;151.5138397;114.1222916;160.4905548;104.2283859;67.57855988;72.02055359;107.8535233
31/12/2018;144.5813599;122.3209381;68.67241669;55.66042709;153.7638092;115.3194504;162.1035156;105.1678085;67.76027679;72.29385376;108.2024765
02/01/2019;145.6475525;121.864006;70.19530487;56.08238983;151.71492;115.798317;162.2006683;105.6612473;66.28821564;73.2405777;106.1913986
03/01/2019;142.5834351;120.9874344;69.5362854;55.11656952;148.287323;112.4462738;154.1844025;102.9094086;66.75167084;72.25479889;106.310791
04/01/2019;147.5974579;123.5892029;72.09223175;56.91691589;153.0074615;116.8134995;160.8889465;107.0561371;67.5331192;75.25118256;107.9637222
07/01/2019;151.2091064;123.4773102;73.26779938;57.04818726;154.3670197;117.6371231;162.6865234;107.5590668;68.19647217;75.95392609;107.1739883
08/01/2019;152.9669342;124.6522903;73.89121246;57.13257599;156.0233917;119.4568176;164.2509003;108.7736588;69.6049118;77.24227142;108.5606232
09/01/2019;153.8794403;123.5892029;75.05786896;57.4513855;156.6361237;120.3762207;166.3011322;109.0678482;69.50494385;77.05682373;107.8259735
10/01/2019;153.6104889;124.3165817;75.24488068;57.54515839;157.2488861;121.9947739;167.078476;110.0452194;70.44998169;77.28131104;109.3962631
11/01/2019;153.6008911;124.7362137;74.77288055;57.62954712;157.6318665;121.8319702;166.981308;109.7320862;70.64989471;77.32035065;108.8544693
14/01/2019;152.5154877;124.1300583;74.56806183;57.98586273;155.8318787;121.6020966;165.329483;108.9065247;70.41363525;76.94945526;106.5495529
15/01/2019;153.9754944;125.2864151;74.9420929;58.44532013;158.7137451;121.3339386;167.7683258;108.1948395;71.08605957;78.08164978;107.9545364
16/01/2019;153.8890533;124.7828369;74.8263092;59.74869537;158.3978119;121.621254;167.9432373;108.8116226;71.58583069;77.74980164;108.3585892
17/01/2019;155.041687;125.4635773;75.50315857;60.07688141;159.8722229;123.536705;169.2258301;110.605072;71.93114471;77.98403168;109.0105667
18/01/2019;156.8283081;126.9183426;77.02603912;61.03330994;161.6722107;125.8831329;171.7424622;112.3700333;72.17648315;78.47206116;109.1207581
22/01/2019;154.1292114;125.7060471;75.12911987;60.37693405;160.408432;123.3739166;168.9149017;110.8612823;71.95839691;77.02755737;109.1850433
23/01/2019;154.2636719;127.0302658;74.34541321;60.42381668;160.3988495;123.2877045;169.3133087;110.1590729;71.96748352;77.01779938;110.3604584
24/01/2019;155.0225067;125.4356232;74.80850983;60.53633499;159.2595062;124.0059738;171.0525818;109.7985001;72.21283722;77.1739502;110.9665451
25/01/2019;156.8187256;125.1558685;75.82376099;61.02393341;159.9201202;125.5287704;173.7052307;111.9335403;73.11241913;77.86692047;109.5064468
28/01/2019;155.8485718;125.5941391;75.02223969;60.94892502;157.9191132;124.4273834;171.5384369;111.791214;73.83027649;77.07634735;108.9554825
29/01/2019;154.5902557;125.9298401;75.24488068;60.76138687;158.4839935;125.9788818;169.8185883;112.7685852;74.41181946;76.24672699;109.2677002
30/01/2019;157.6255951;126.6386032;76.36700439;60.97705078;160.8201294;127.8081436;174.6963196;114.1445007;75.01155853;77.24227142;109.9656143
31/01/2019;159.1624451;128.9699249;76.71434021;60.90202332;162.8881836;128.401947;175.0558929;113.0342941;75.79302216;79.9263382;112.2245941
01/02/2019;157.0204315;128.531662;77.99677277;61.22084427;163.1275177;128.679657;176.2413025;113.4613037;75.31141663;79.82872009;111.8389206
04/02/2019;158.0193939;129.3429565;78.25502777;61.55840683;162.8786011;130.298233;179.0105591;113.385376;75.87480164;80.51193237;112.022583
05/02/2019;159.4890442;129.3522797;78.2639389;61.44587326;162.7158356;131.3134155;180.4874878;114.1350174;76.31096649;81.00971222;112.1695099
06/02/2019;158.7494354;129.4455414;77.68508148;61.37086868;163.3190308;131.2559662;181.1190643;113.5466995;75.81119537;79.83848572;111.8848419
07/02/2019;157.2893524;129.1937561;75.84157562;60.94892502;161.3849792;130.2886505;178.6704865;111.9050827;76.43819427;79.11623383;113.3816605
08/02/2019;156.5209351;129.8838043;75.48534393;60.63011551;161.6435242;130.4418945;179.8267822;111.8291702;76.43819427;79.43830872;114.0060806
11/02/2019;157.0300293;130.2568359;75.92172241;60.85514832;161.662674;131.2463531;179.9239044;112.1517944;76.64718628;79.05765533;113.8867111
12/02/2019;159.5178833;131.2639923;76.85682678;61.72718811;163.8647461;133.324646;182.3628235;114.5810089;76.16558075;80.07273102;114.0428085
13/02/2019;160.3343201;131.683609;77.85428619;61.85846329;164.3339081;134.1482849;182.6445923;114.8182373;76.55630493;79.9751358;113.767334
14/02/2019;159.7003479;130.2102356;78.17488098;61.2020874;164.7264557;133.5640717;183.0721436;114.3532715;76.801651;80.11177063;113.6112366
15/02/2019;160.7089386;131.3759155;79.51075745;62.43044281;167.1678925;135.4220581;184.471344;115.7956161;77.31960297;80.72665405;114.1071091
19/02/2019;161.4101105;132.0193329;79.81356049;62.63672256;166.6891785;135.4507904;184.6170502;116.62117;77.30143738;80.97068024;114.7499084
20/02/2019;161.6790924;131.9353943;80.18759918;63.02118683;166.4881287;136.1499176;184.8794403;118.6708069;76.81984711;80.92186737;115.2733307
21/02/2019;161.266037;132.2897644;78.85173035;62.70236969;165.0136719;135.6327209;184.8405762;118.1299362;76.89253235;80.18984985;116.0997925
22/02/2019;162.3130341;131.8515015;79.0921936;62.66487503;166.574295;136.5138397;187.3086243;118.6328735;77.34687805;80.84380341;116.8803558
25/02/2019;161.9672394;131.1240997;79.16343689;62.85240555;167.1870422;136.9352112;188.1831055;119.2686462;76.73804474;80.59002686;116.0906067
26/02/2019;162.0537109;131.1707306;78.80718231;62.64611435;166.4881287;136.3989258;188.484314;118.5000076;76.50179291;80.38504791;115.8151321
27/02/2019;162.3418427;131.0401611;79.13670349;62.88052368;166.0764618;136.8298798;188.484314;118.5000076;76.12014771;80.3460083;116.0355225
28/02/2019;161.5541992;131.5904083;78.3797226;62.79613876;165.5594177;136.4276581;187.881897;116.9532852;76.3200531;80.2191391;116.5773163
01/03/2019;162.822113;131.450531;79.80464172;63.12431717;168.1061859;136.7820435;189.0867462;117.0481644;76.0838089;81.01947021;116.8436279
04/03/2019;162.21698;131.1893768;79.9916687;62.75862885;165.7604828;135.9966736;187.9984894;117.4087753;76.42910767;80.96089935;117.1833878
05/03/2019;162.437912;131.1893768;79.74230194;62.55234146;165.5402679;135.1347656;187.3668976;116.9437866;76.63809967;81.40011597;116.8895264
06/03/2019;161.3524933;130.8722992;78.56674194;61.96162415;162.6392212;133.8513794;186.1523438;116.678093;76.28371429;81.3415451;116.8160706
07/03/2019;159.2392731;130.1449432;78.1125412;61.26771545;161.5190582;132.8840942;184.5393372;115.5489044;76.12014771;80.73641968;117.2201233
08/03/2019;158.3844299;130.1635742;76.53622437;61.26771545;161.18396;132.5297241;184.5587921;115.5868454;76.20195007;80.58026123;117.6884384
11/03/2019;160.7377167;131.9261169;77.80084991;61.867836;163.3477325;133.8705444;188.6106262;117.3613205;77.31960297;81.97595978;118.5700073
12/03/2019;160.9490509;131.8328094;78.45095062;61.95222855;164.5828247;132.8457794;189.543457;117.6080399;77.67399597;82.47373962;119.2862701
13/03/2019;161.563797;132.6534882;79.31480408;62.38356018;166.3445129;133.9759064;190.7288666;118.0065994;78.05564117;82.70798492;119.3689194
14/03/2019;160.9010315;132.4389801;79.41278839;62.64611435;165.9711304;133.458725;191.1078339;116.9343109;78.17376709;82.41517639;119.2311859
15/03/2019;161.640625;133.1104126;79.29701996;62.99304581;166.8806763;133.2767639;193.2552185;117.2284698;77.92842102;82.41517639;119.7637939
18/03/2019;163.2063293;133.5020599;80.55272675;63.63067627;166.698761;134.4547577;193.9936829;117.6460037;77.53769684;81.86859894;119.4607544
19/03/2019;163.696228;133.2502899;80.2410202;63.06806564;167.9051056;133.8513794;194.460083;117.4372406;77.30143738;81.8588562;118.019043
20/03/2019;163.8787231;132.5602112;81.08708191;61.69906235;166.8423767;132.8649292;193.8673859;117.2000198;77.53769684;82.48349762;118.3588028
21/03/2019;166.082962;134.1801605;81.66752625;61.54726028;167.7250214;134.2951813;198.6983948;118.6213913;78.91887665;83.29109192;119.6862793
22/03/2019;162.5392151;133.8051453;79.35288239;59.76533127;164.246582;130.8687439;193.6500549;114.836731;78.34643555;82.1569519;120.3893356
25/03/2019;163.4347992;134.1333008;79.29904175;59.62391281;164.1213226;131.2922516;192.860611;114.7890625;78.44637299;82.04940033;120.5466003
26/03/2019;164.1955414;135.2489166;80.483284;60.3781662;165.1908569;132.2451172;193.9813995;115.4659195;79.07335663;82.43070221;121.3514328
27/03/2019;163.9933014;134.7051544;79.93603516;60.17074585;163.6395264;132.3317108;192.7631531;115.3515244;78.84619141;81.8636322;120.6113586
28/03/2019;165.2836914;135.2395172;80.24106598;60.70815277;164.2369537;133.4385529;193.5720825;116.4668884;79.61127472;81.49209595;119.2145004
29/03/2019;166.0251617;136.1300812;80.18722534;60.84958267;166.1929474;134.6512909;195.5309753;117.3439484;79.53805542;81.65830231;119.889801
01/04/2019;167.9511261;135.8113708;81.30867004;62.24495697;166.4241791;137.3366089;198.2695923;119.1075974;79.49230957;82.74356842;119.0849838
02/04/2019;167.7488861;134.6301727;80.70758057;62.21666336;166.2314911;137.2500153;198.8348389;119.3173294;80.05057526;83.08575439;119.0017395
03/04/2019;169.0296173;133.8895569;79.84631348;62.4429512;166.2314911;137.1730194;200.5111237;120.6805649;79.95904541;83.42796326;118.9647293
04/04/2019;170.1178131;134.4707947;80.58197784;62.83892822;165.8075256;137.9622192;199.4390869;121.9294128;79.83092499;83.97548676;118.4836807
05/04/2019;171.3022308;134.8739014;82.07125092;62.92378235;167.0601196;138.510849;200.3844147;122.1010284;80.38916779;84.16125488;119.6677933
08/04/2019;171.7548065;135.3707275;82.40317535;63.01806641;166.9637909;138.0199738;201.1835785;122.1772995;79.94073486;84.09279633;118.7889557
09/04/2019;170.2333374;135.1738739;81.34455872;62.3957901;166.1833038;136.1238861;200.2577209;121.0046997;79.51976013;84.27855682;118.9924927
10/04/2019;171.2637329;135.661377;81.71238708;62.76350021;166.5494537;136.4222717;201.8560333;121.262085;80.25189972;84.76742554;118.6594543
11/04/2019;171.5044861;135.7926178;81.68547058;63.05577469;164.5259857;137.6061249;201.7585754;121.0809708;80.19698334;84.85542297;119.251503
12/04/2019;172.3326263;136.1676178;82.01742554;64.15888214;163.0999603;139.2327118;203.0645294;122.4156265;80.58137512;85.6864624;119.8712845
15/04/2019;172.727417;137.0675812;81.49707031;63.74403381;163.5142822;138.6552124;203.0645294;122.0533524;80.16953278;85.64736176;119.8620529
16/04/2019;173.6037445;137.0207062;81.98152924;64.59256744;160.4212952;139.4733276;203.9416504;122.5586014;78.35749054;85.87223816;118.2616577
17/04/2019;173.8348389;137.620697;81.90975952;64.70571899;155.2663269;139.5310974;204.6725922;121.7578201;77.64363861;85.86244965;117.8823853
18/04/2019;173.7674408;137.5644226;81.4522171;64.47943878;155.5842743;140.9940643;205.0429382;121.9008331;78.2385025;85.96022797;117.9841461
22/04/2019;172.9681702;137.4144592;83.29136658;64.30973053;155.7769623;140.4550781;205.6764069;121.0142517;77.37824249;86.3611145;117.8453751
23/04/2019;175.0289001;137.4706879;83.32725525;64.771698;158.4363708;141.7255249;208.0446625;121.7673645;78.40325928;87.16281128;118.3264236
24/04/2019;175.2600403;137.6769104;81.76621246;64.70571899;158.282196;141.6004181;208.1810913;120.9379807;78.97981262;86.55664063;119.0572281
25/04/2019;174.0852203;136.6269684;81.36250305;64.81884766;159.8816833;138.8862305;207.9179535;119.3935928;78.81508636;87.16281128;119.5475311
26/04/2019;175.5007782;137.8550568;80.40255737;65.41281128;161.5197296;139.9642334;207.4794006;120.59478;79.43740082;87.81787872;119.7232742
29/04/2019;175.20224;138.1175385;80.25003052;65.98793793;161.1728516;140.3395691;207.6158447;120.423172;78.65949249;88.47293854;119.0202332
30/04/2019;174.4992981;139.5800018;80.03471375;66.05394745;161.7124481;140.7919464;207.9861908;121.033287;79.409935;86.60552216;120.9258804
01/05/2019;172.8526306;138.0894318;78.29424286;65.49767303;160.9897766;139.7043304;207.187027;118.8025436;79.47399902;86.0775528;119.7047729
02/05/2019;172.9777985;137.9675598;76.95748138;65.66738892;161.9436798;139.7813568;206.2319183;118.0970764;79.55636597;85.6864624;119.4087677
03/05/2019;175.4333649;138.8956451;77.64831543;66.26136017;163.4275665;141.5907898;208.2590637;119.784462;80.2335968;86.81082916;120.2413254
06/05/2019;174.4607849;138.6612701;77.72006226;65.95964813;164.5356293;140.4935608;206.8556824;118.2496109;79.97735596;86.85971069;119.6122818
07/05/2019;171.5333557;137.3581848;77.19074249;64.91313171;161.0668793;137.6542511;202.4602814;116.1999741;78.53135681;85.59848785;119.2607422
08/05/2019;171.5814667;137.1707001;77.12796021;64.6868515;161.3366852;137.4810028;202.0899506;115.9139633;78.4489975;85.34427643;117.604866
09/05/2019;170.8689117;136.8894653;77.05617523;64.62085724;161.1728516;137.2403717;200.7352448;114.9701843;78.65035248;85.26605988;117.5216064
10/05/2019;170.7533417;138.5019226;77.50474548;64.94140625;160.97052;137.7601318;201.3005371;116.1713867;79.49230957;85.36383057;119.5937881
13/05/2019;165.6207428;137.2082062;76.0154953;63.0086441;157.6751862;133.78508;193.4940948;113.3018799;79.409935;83.09553528;120.8518829
14/05/2019;167.3059235;137.8081818;77.0651474;63.62146378;158.6001587;135.1903076;196.7394714;114.2742767;79.70278168;83.28130341;119.9545593
15/05/2019;168.3844604;138.7831116;77.51372528;63.33861542;159.1589966;135.4790344;198.7568817;114.1598663;80.24274445;84.92385101;119.8342819
16/05/2019;169.7614594;139.8893738;78.00715637;63.97031021;160.4790802;136.7109833;200.8132172;115.4087219;80.5630722;85.63757324;120.5095978
17/05/2019;168.3170471;139.4862213;77.0741272;63.58376694;159.9780426;135.1036682;198.8153229;114.6555939;80.40747833;85.28562164;121.1571503
20/05/2019;167.1711121;139.1394043;77.02927399;63.69688416;159.6697083;134.7379456;195.3360596;112.9110413;79.24520874;84.49365997;121.3144073
21/05/2019;168.345932;138.8112793;77.93538666;64.23429871;161.2691956;136.4511414;198.006424;114.6460724;79.92243958;85.28562164;121.443924
22/05/2019;166.5740814;139.3643951;76.44612885;63.89488983;162.0496674;135.209549;196.8076935;113.759491;80.16038513;85.06074524;122.3690033
23/05/2019;164.3014526;139.2425079;73.88027954;62.87664032;161.0668793;133.0727997;193.230957;111.7670593;80.34342957;83.94615936;123.1923065
24/05/2019;164.6962738;138.7081604;74.00588226;63.45176697;161.6835327;133.2653351;193.3868866;112.3008957;80.59050751;84.03414917;123.0442963
28/05/2019;163.7333221;136.2613373;73.20740509;62.73521423;159.4480743;132.0140991;192.7826691;111.3380432;79.79431915;84.04392242;121.1016541
29/05/2019;162.1251526;135.2395172;72.81266785;62.73521423;157.9064026;131.5521088;191.4864502;111.1092529;78.73270416;83.20307922;119.4457626
30/05/2019;163.0014648;135.6707611;71.87065125;62.33923721;158.7929077;132.0333099;192.6169891;111.1664505;79.06217194;83.26174927;119.1774902
31/05/2019;160.7192383;133.7395477;70.66847992;61.42470169;157.3860931;130.1565094;189.5178223;109.7841339;79.51976013;81.70718384;119.8712845
03/06/2019;159.4577484;135.4645233;71.65534973;61.8772583;157.9160614;130.9842529;186.0677643;112.9110413;79.71194458;79.57579041;121.1386566
04/06/2019;163.916275;136.6644745;72.94722748;63.59318542;160.9127045;134.391449;192.2466278;116.4478455;79.35501862;81.23789978;121.3144073
05/06/2019;164.7540588;138.0613098;71.94242859;63.88544846;161.8955383;135.6041718;194.7318115;117.0388947;81.0114975;81.29654694;123.7288589
06/06/2019;165.3414917;139.3081207;73.1087265;64.09287262;162.078598;135.6907959;196.8856506;118.3068008;81.16708374;81.57032013;124.4411621
07/06/2019;167.7296143;140.5549622;73.40479279;63.93260574;164.2080231;136.749527;200.3259125;119.1647873;81.46907806;82.58714294;123.6456146
10/06/2019;169.2511292;140.6018372;73.55730438;64.46057892;164.6705322;137.0863953;202.5187683;119.4317398;81.2036972;82.58714294;122.8500443
11/06/2019;169.8867035;141.3049469;73.67392731;64.48885345;164.2080231;136.1142731;202.275116;119.5270386;81.42332458;82.72402191;122.0822296
12/06/2019;169.7133331;141.3518219;72.47174072;63.99860382;165.0752411;136.2201538;201.3979797;119.7939835;81.69788361;82.49913788;123.617836
13/06/2019;171.2540894;141.7268066;73.40479279;64.14002228;165.1715546;137.1152649;201.9827576;120.5661697;82.0456543;83.30085754;123.913887
14/06/2019;171.4466705;141.7830505;72.81266785;64.32859039;164.5549164;136.4896393;200.1700287;119.9274521;82.09140778;83.45729828;124.9869919
17/06/2019;171.7933502;141.3893127;73.45861053;63.69688416;165.7786255;135.9025116;200.5695801;119.0122604;82.96998596;84.36656952;124.5799332
18/06/2019;173.0740967;140.6768341;74.53518677;64.54542542;167.3491821;138.39534;203.9319305;120.15625;82.88761139;84.85542297;124.1636658
19/06/2019;173.3052063;141.061203;74.39163971;64.44171906;168.8715973;138.510849;204.9162292;119.8607254;83.3360672;85.06074524;125.2644958
20/06/2019;174.2296448;142.2517853;76.09623718;64.71513367;169.4690094;140.5032043;207.7425232;121.0428314;83.75702667;85.53005981;125.9767761
21/06/2019;173.6108246;141.723175;76.71761322;64.56819916;170.0645752;139.7749634;206.6457825;120.6411743;82.57645416;85.67796326;126.4529572
24/06/2019;172.4233551;141.9402771;75.88549042;64.23639679;168.9685059;139.2051239;206.4698181;120.9287643;82.29273987;85.54080963;126.4436264
25/06/2019;170.6759338;141.9308624;75.3156662;64.01835632;168.3186493;138.4324799;202.8530121;121.0725555;81.07556152;84.03219604;125.7541122
26/06/2019;171.2648621;140.0335693;76.50957489;63.9140892;166.310791;138.6932068;204.7982635;120.9671097;79.45567322;83.59136963;123.0146561
27/06/2019;172.4909668;140.2883759;75.95783997;64.50184631;167.6493378;139.3209991;205.74646;121.6477203;80.47853851;84.08117676;123.1823654
28/06/2019;173.1860504;140.420517;76.89849854;65.42140961;168.7163086;140.8180695;206.1472168;122.8939056;80.75574493;84.92364502;123.8625641
01/07/2019;174.4410858;141.1190643;77.03416443;66.17032623;169.5214081;141.3009796;209.1677094;123.6128693;80.71877289;85.55059814;123.5178146
02/07/2019;174.8175964;142.1290588;75.65032196;65.93330383;170.016037;140.9436188;209.7835541;123.3156891;82.12321472;86.34410858;125.0459442
03/07/2019;176.3332977;143.9603119;76.0483017;66.46418762;171.655304;141.6100311;211.2889557;124.0921631;83.1026535;87.05924225;125.9311295
05/07/2019;176.6422272;143.4788818;76.20204926;66.73911285;170.5204468;141.0788116;210.9663696;123.5265884;82.80696869;87.31393433;125.8938828
08/07/2019;176.5649872;143.6299438;76.12065125;66.31251526;169.0558014;139.9681244;209.4023438;122.0886841;83.1026535;86.58900452;125.9870377
09/07/2019;176.9222107;142.8747711;76.24727631;66.5305481;169.3758698;139.6204376;210.1941376;120.9671097;83.37984467;86.94168854;126.0708923
10/07/2019;177.5014648;143.7809906;77.38692474;66.24616241;170.0354767;139.2727356;211.8070068;120.5740738;83.86030579;88.08783722;126.415657
11/07/2019;177.7910767;143.8847961;77.3326416;66.62535858;169.8996735;139.8812256;212.5108185;120.8424683;82.7700119;87.94090271;126.3597717
12/07/2019;179.7702026;144.3945313;77.62208557;67.07090759;168.2604218;142.315094;214.2116852;122.1749496;82.65913391;88.55804443;125.6609421
15/07/2019;180.2915192;144.611618;76.83518982;66.63483429;168.6193085;141.8997955;214.739563;122.347496;82.59445953;88.50907135;126.0243073
16/07/2019;180.2432404;144.6965637;75.87644958;66.43576813;167.7657623;142.7980042;212.9213715;122.8843231;82.40042877;88.44049835;125.3907242
17/07/2019;178.6406555;144.4511566;74.91769409;65.91436005;167.8239441;139.9681244;212.4032898;121.7435837;82.12321472;87.58822632;125.8472748
18/07/2019;178.3992767;145.593338;74.82726288;66.5021286;168.9006195;140.2868347;213.9086761;122.2612305;82.12321472;87.04943085;126.9095078
19/07/2019;177.2890472;144.7720947;75.23426056;66.25564575;167.1449738;140.789093;212.7454529;122.4433594;80.7834549;86.11880493;125.0459442
22/07/2019;177.3276672;143.8942566;75.58700562;66.30303955;166.921875;140.9243011;215.0523682;122.1749496;80.70954132;86.1481781;124.710495
23/07/2019;178.6020203;144.8381653;75.91262054;67.07090759;167.6590576;142.7207794;216.2742462;124.4660263;81.62427521;86.49105835;124.1514206
24/07/2019;179.8956909;144.0641327;76.1568222;67.753479;167.9985199;143.7831573;218.297699;124.8782349;81.68896484;87.49025726;124.1700668
25/07/2019;178.515152;143.9508667;75.20713806;67.31739044;167.1061401;143.0780792;216.7532501;123.6895523;81.20849609;87.28453827;123.9091492
26/07/2019;179.229538;145.6783142;74.81820679;68.02839661;167.8142548;143.1746826;218.2585907;124.0825729;81.57807159;89.67483521;124.3657303
29/07/2019;178.360672;145.9614868;74.39310455;67.50699615;168.4447479;142.5275574;217.9164581;123.4499054;81.79983521;89.17520905;125.0273132
30/07/2019;177.2600861;146.3862457;75.4151535;67.48804474;168.173111;143.1940002;216.5968323;124.2455368;82.45586395;88.64622498;124.2725525
31/07/2019;175.1941223;143.7337646;75.04432678;67.21311951;166.5144806;141.9094238;213.4394684;122.2516556;82.13246155;87.83315277;123.6016693
01/08/2019;172.6261139;143.0541534;73.14493561;65.6678772;166.6308594;139.1278534;212.3641968;120.8904266;82.13246155;87.2453537;124.8129883
02/08/2019;171.0331573;143.0635529;72.1228714;65.44036102;165.9616241;138.1040802;208.4052734;119.4429016;82.52977753;86.52044678;124.84095
05/08/2019;166.3895264;139.3255615;69.85263824;63.38320541;161.790741;134.2600403;199.8423157;117.0751343;80.90357971;83.89505768;122.7630539
06/08/2019;168.9961395;140.5998688;69.82550049;64.27430725;164.1380615;136.3559113;202.7650452;117.3531418;81.79983521;85.04122162;124.2539444
07/08/2019;169.5271301;142.1290588;69.21950531;63.66759872;164.2544708;136.2400208;204.1531219;118.6376801;82.59445953;84.81590271;124.5893707
08/08/2019;173.1956635;143.9886475;71.18221283;64.79571533;166.6017609;138.6642609;209.2068481;121.0629654;84.04510498;86.46166229;126.0336304
09/08/2019;171.3710632;143.0824585;70.31391907;64.5302887;166.5241699;137.1961975;206.8217163;119.6825562;83.94345856;85.6191864;125.9125214
12/08/2019;168.716156;142.1857147;69.40039825;63.36424637;164.7103424;135.3321228;204.0749054;117.7653351;83.72171021;84.57098389;125.7541122
13/08/2019;171.4675903;143.7526398;70.16921234;64.07523346;166.7763519;136.8098602;208.9819946;119.107399;83.84182739;85.7955246;125.9497681
