,-1,0,1,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,22,23,25,26,27,28,29,30,31,32,33,34,35,36
2016-01-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2016-01-06,98.3,99.88,98.94,98.71,100.0,95.3,98.04,98.35000000000001,98.57000000000001,95.43,98.37,93.19999999999999,97.63,98.34,98.65,97.57000000000001,96.92,99.41,93.43,98.98,98.44000000000001,99.88,97.86,95.56,97.66,98.45,99.14,100.99000000000001,96.96000000000001,99.81,99.85000000000001,98.49,96.87
2016-01-07,95.69505,93.467704,96.605016,96.40018599999999,100.0,92.97468,93.92232,95.44867500000001,97.76172600000001,93.20648100000001,96.68787300000001,89.93799999999999,95.28688,95.83233000000001,96.51916000000001,93.735499,94.24500800000001,98.94277299999999,90.41221100000001,97.208258,98.21358800000002,98.33186,95.521146,91.06868,96.58574,96.077355,96.334338,97.85931000000001,95.06928,99.819981,97.663285,96.303522,93.973587
2016-01-08,94.44144484499999,94.91645341200001,95.3105087856,94.8674230426,100.0,91.468490184,92.269287168,93.89286159750002,97.4977693398,91.47284045340001,95.527618524,87.72552519999999,94.896203792,94.76859113700002,95.66979139200001,91.0546637286,93.8963014704,98.95266727729998,90.683447633,95.7404133042,94.96271823720001,99.31517860000001,93.9068386326,88.181802844,96.141445596,95.33755936649999,95.5347629946,97.46787276,91.827417552,98.9914751577,97.5167900725,95.41752959760001,91.82159185769999
2016-01-11,94.41311241154649,93.48321496547881,94.2620931889584,95.37970712703004,100.0,92.4654967270056,93.48724175861761,93.78957944974276,99.82796602702122,90.48493377650328,96.01480937847242,83.72524125087999,94.5925359398656,94.50323908181642,94.7035264989408,90.98181999761712,93.30475477113649,99.01203887766636,87.1558615200763,96.4584664039815,95.25710266373534,98.51072565334,92.30103169198254,81.6651676138284,95.8241788255332,95.44243068180315,95.92645552287786,97.867491038316,92.2039099639632,99.11026492788925,97.9653673068335,95.35073732688168,91.42675901271188
2016-01-12,94.8474127286396,95.08177794138848,95.09159960902123,95.27478944919031,100.0,93.17748105180355,93.5152879311452,94.63368566479043,98.8596347565591,90.33110938908322,97.15738561007625,86.35421382615763,95.93574995021169,95.24981467056277,95.36645118443337,92.0099145635902,94.05119280930558,98.41796664440035,85.27329491124266,96.95040458264182,96.30493079303642,99.98838653814009,91.54416323210829,78.67622247916229,96.40870631636895,96.17733739805303,97.17349944467526,98.78744545407618,92.81245576972535,99.74457062342773,99.19973093489959,95.2649216632875,92.24045716792502
2016-01-13,92.03992931187187,91.12637597902672,92.41001650004684,92.94055710768515,100.0,90.33556787972354,89.86819170183053,91.09438582092727,94.65810027940535,87.51277877614383,94.52442046004317,84.86892134834773,93.70044697637175,93.45911815475618,93.02043648529632,89.2496171266825,92.47113277010924,98.26049789776931,82.42516686120716,93.63470074591547,94.08991738479658,97.67865480910905,90.32662586112126,76.32380342703533,94.29735564804047,96.46586941024718,94.6469884591137,93.96661811591727,88.44098910297129,98.14865749345289,97.23557626238858,92.47365945855317,89.50091559003765
2016-01-14,92.91430864033467,93.81460407040801,94.41531385809786,92.92196899626362,100.0,90.89564840057783,90.72193952299793,92.1875184507784,93.39914754568926,90.64573625632978,96.24476491241596,88.04301900677594,94.61871135674019,94.53389801353589,94.11807763582281,90.39201222590403,93.49756234385745,100.03901290971893,85.84581128594726,95.33885229949112,93.62887678961107,100.5113357985732,91.73572122455475,79.09435749143671,95.79668360284431,98.27942775515982,96.34116955253184,94.53981448642436,88.90972634521704,97.75606286347907,97.73147770132677,93.7128064952978,90.64652730959013
2016-01-15,91.05602246752797,90.09016428881282,93.22568090348584,91.88124294350547,100.0,89.34133281292794,86.03161524965894,89.96579925611464,93.75406430636288,87.30090858847122,94.48348571451875,89.46931591468571,93.13319758843937,92.90791496770308,92.51807031601382,87.9695062982498,92.05769988376206,98.84854865609327,82.14585681952293,93.98504059683835,92.90793443833105,98.42070001396287,89.43315462181843,78.4774215030035,94.53216737928676,96.97231136601619,94.13495676977885,91.78870588486942,90.22559029512624,97.09132163600741,95.91367221608209,90.56405619705579,86.68527406616104
